name,year,place,chef,category,location,ranking
Addison at the Grand Del Mar,2015,Addison at the Grand Del Mar,,Outstanding Wine Program,"San Diego, California",Semifinalist
Scratch Bakery,2015,Scratch Bakery,Phoebe Lawless,Outstanding Baker,"Durham, North Carolina",Semifinalist
Sixteen,2015,Sixteen,Thomas Lents,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
The Pig & the Lady,2015,The Pig & the Lady,Andrew Le,Best Chef: West,"Honolulu, Hawaii",Semifinalist
Patisserie 46,2015,Patisserie 46,John Kraus,Outstanding Baker,"Minneapolis, Minnesota",Semifinalist
Butcher and the Rye,2015,Butcher and the Rye,,Outstanding Bar Program,"Pittsburgh, Pennsylvania",Semifinalist
Meritage,2015,Meritage,Russell Klein,Best Chef: Midwest,"St. Paul, Minnesota",Semifinalist
Al di La,2015,Al di La,Anna Klinger,Best Chef: New York City,"Brooklyn, New York",Semifinalist
Absinthe Group,2015,Absinthe Group,Bill Corbett,Outstanding Pastry Chef,"San Francisco, California",Semifinalist
Piccolo,2015,Piccolo,Doug Flicker,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
Aziza,2015,Aziza,Mourad Lahlou,Best Chef: West,"San Francisco, California",Semifinalist
Lumiére,2015,Lumiére,Michael Leviton,Outstanding Restaurateur,"Newton, Massachusetts",Semifinalist
Casanova,2015,Casanova,,Outstanding Wine Program,"Carmel, California",Semifinalist
La Belle Vie,2015,La Belle Vie,,Outstanding Restaurant,"Minneapolis, Minnesota",Semifinalist
Aburiya Raku,2015,Aburiya Raku,Mitsuo Endo,Best Chef: West,"Las Vegas, Nevada",Semifinalist
Chi Spacca,2015,Chi Spacca,Chad Colby,Best Chef: West,"Los Angeles, California",Semifinalist
Aubergine at L'Auberge Carmel,2015,Aubergine at L'Auberge Carmel,Justin Cogley,Best Chef: West,"Carmel, California",Semifinalist
Two Boroughs Larder,2015,Two Boroughs Larder,Joshua Keeler,Best Chef: Southeast,"Charleston, South Carolina",Semifinalist
The Restaurant at Potowmack Farm,2015,The Restaurant at Potowmack Farm,Tarver King,Best Chef: Mid-Atlantic,"Lovettsville, Virginia",Semifinalist
Heydey,2015,Heydey,Jim Christiansen,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
Iron Gate,2015,Iron Gate,Anthony Chittum,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Jory Restaurant at the Allison Inn & Spa,2015,Jory Restaurant at the Allison Inn & Spa,Sunny Jin,Best Chef: Northwest,"Newberg, Oregon",Semifinalist
Artisan Boulanger Patissier,2015,Artisan Boulanger Patissier,Andre Chin,Outstanding Baker,"Philadelphia, Pennsylvania",Semifinalist
The Grey Plume,2015,The Grey Plume,Clayton Chapman,Best Chef: Midwest,"Omaha, Nebraska",Semifinalist
Petit Trois,2015,Petit Trois,,Best New Restaurant,"Los Angeles, California",Nominee
Peter Chang China Cafe,2015,Peter Chang China Cafe,Peter Chang,Best Chef: Mid-Atlantic,"Glen Allen, Virginia",Semifinalist
Toki Underground,2015,Toki Underground,Erik Bruner-Yang,Rising Star Chef of the Year,"Washington, District of Columbia",Nominee
Bittersweet Pastry,2015,Bittersweet Pastry,Judy Contino,Outstanding Baker,"Chicago, Illinois",Semifinalist
Restaurant Guy Savoy,2015,Restaurant Guy Savoy,Mathieu Chartron,Rising Star Chef of the Year,"Las Vegas, Nevada",Semifinalist
One Eleven at the Capital,2015,One Eleven at the Capital,,Best New Restaurant,"Little Rock, Arkansas",Semifinalist
Tornio,2015,Tornio,Garrett Lipar,Rising Star Chef of the Year,"Ferndale, Michigan",Semifinalist
Alleia,2015,Alleia,Daniel Lindley,Best Chef: Southeast,"Chattanooga, Tennessee",Semifinalist
Baked,2015,Baked,Matt Lewis,Outstanding Baker,"Brooklyn, New York",Semifinalist
Wright & Company,2015,Wright & Company,Marc Djozlija,Best Chef: Great Lakes,"Detroit, Michigan",Semifinalist
Joel Robuchon,2015,Joel Robuchon,,Outstanding Service,"Las Vegas, Nevada",Semifinalist
Central Provisions,2015,Central Provisions,,Best New Restaurant,"Portland, Maine",Nominee
Joel Robuchon Restaurant,2015,Joel Robuchon Restaurant,Claude Le Tohic,Outstanding Chef,"Las Vegas, Nevada",Semifinalist
McCrady's,2015,McCrady's,,Outstanding Wine Program,"Charleston, South Carolina",Nominee
Husk,2015,Husk,Sean Brock,Outstanding Chef,"Charleston, South Carolina",Nominee
Jardiniere,2015,Jardiniere,Traci Des Jardins,Outstanding Chef,"San Francisco, California",Semifinalist
The Progress,2015,The Progress,,Best New Restaurant,"San Francisco, California",Nominee
State Bird Provisions,2015,State Bird Provisions,Stuart Brioza,Best Chef: West,"San Francisco, California",Winner
Gramercy Tavern,2015,Gramercy Tavern,Michael Anthony,Outstanding Chef,"New York, New York",Winner
Back in the Day Bakery,2015,Back in the Day Bakery,Cheryl Day,Outstanding Baker,"Savannah, Georgia",Semifinalist
Archie's Waeside,2015,Archie's Waeside,,America's Classics,"Le Mars, Iowa",Winner
Franklin Barbecue,2015,Franklin Barbecue,Aaron Franklin,Best Chef: Southwest,"Austin, Texas",Winner
,2014,,,Outstanding Service,"Charleston, South Carolina",Semifinalist
Annissa,2014,Annissa,Anita Lo,Best Chef: New York City,"New York, New York",Semifinalist
,2014,,,Outstanding Wine Program,"Beverly Hills, California",Semifinalist
Vanberg & DeWulf,2014,Vanberg & DeWulf,Wendy Littlefield,"Outstanding Wine, Spirits, or Beer Professional","Cooperstown, New York",Semifinalist
,2014,,,Outstanding Bar Program,"Boston, Massachusetts",Semifinalist
,2014,,George Formaro,Outstanding Restaurateur,"Des Moines, Iowa",Semifinalist
wd~50,2014,wd~50,Malcolm Livingston,Rising Star Chef of the Year,"New York, New York",Semifinalist
,2014,,,Outstanding Restaurant,"Pittsboro, North Carolina",Semifinalist
,2014,,,Outstanding Bar Program,"Philadelphia, Pennsylvania",Semifinalist
St. John's Restaurant,2014,St. John's Restaurant,Daniel Lindley,Best Chef: Southeast,"Chattanooga, Tennessee",Semifinalist
,2014,,Cindy Pawlcyn,Outstanding Restaurateur,"Napa Valley, California",Nominee
The Elm,2014,The Elm,Paul Liebrandt,Best Chef: New York City,"Brooklyn, New York",Semifinalist
Pizzeria Mozza,2014,Pizzeria Mozza,Nancy Silverton,Outstanding Chef,"Los Angeles, California",Winner
Wayfare Tavern,2014,Wayfare Tavern,Tyler Florence,Best Chef: West,"San Francisco, California",Semifinalist
,2014,,,Best New Restaurant,"Brooklyn, New York",Semifinalist
Coppa,2014,Coppa,Jamie Bissonnette,Best Chef: Northeast,"Boston, Massachusetts",Winner
,2014,,,Outstanding Bar Program,"Miami Beach, Florida",Semifinalist
Quincy Street Bistro,2014,Quincy Street Bistro,Rick Lewis,Rising Star Chef of the Year,"St. Louis, Missouri",Semifinalist
,2014,,,Outstanding Bar Program,"St. Louis, Missouri",Semifinalist
Bonanno Concepts,2014,Bonanno Concepts,Frank Bonanno,Outstanding Restaurateur,"Denver, Colorado",Semifinalist
,2014,,,Outstanding Service,"Dallas, Texas",Semifinalist
MB Post,2014,MB Post,David LeFevre,Best Chef: West,"Manhattan Beach, California",Semifinalist
"Westward, Seattle",2014,"Westward, Seattle",Huxley Wallace Collective,Outstanding Restaurant Design (75 Seats and Under),,Nominee
The Pig and the Lady,2014,The Pig and the Lady,Andrew Le,Rising Star Chef of the Year,"Honolulu, Hawaii",Semifinalist
,2014,,,Best New Restaurant,"Nashville, Tennessee",Semifinalist
Picca,2014,Picca,Ricardo Zarate,Best Chef: West,"Los Angeles, California",Semifinalist
Cafe Vicino,2014,Cafe Vicino,Richard Langston,Best Chef: Northwest,"Boise, Idaho",Semifinalist
,2014,,,Outstanding Restaurant,"Tampa, Florida",Semifinalist
,2014,,,Outstanding Bar Program,"New Orleans, Louisiana",Semifinalist
Farnum Hill Cider,2014,Farnum Hill Cider,Stephen Wood,"Outstanding Wine, Spirits, or Beer Professional","Lebanon, New Hampshire",Semifinalist
Tasting Kitchen,2014,Tasting Kitchen,Casey Lane,Rising Star Chef of the Year,"Venice, California",Semifinalist
Cafe Kandahar,2014,Cafe Kandahar,Andy Blanton,Best Chef: Northwest,"Whitefish, Montana",Semifinalist
Jose Enrique,2014,Jose Enrique,Jose Enrique,Best Chef: South,San Juan,Semifinalist
Williams Selyem Winery,2014,Williams Selyem Winery,Burt Williams,"Outstanding Wine, Spirits, or Beer Professional","Heraldsburg, California",Semifinalist
The Greenhouse Tavern,2014,The Greenhouse Tavern,Jonathon Sawyer,Best Chef: Great Lakes,"Cleveland, Ohio",Nominee
Amis,2014,Amis,Brad Spence,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Walker's Drive-In,2014,Walker's Drive-In,Derek Emerson,Best Chef: South,"Jackson, Mississippi",Semifinalist
Wild Rice,2014,Wild Rice,Jim Webster,Best Chef: Midwest,"Bayfield, Wisconsin",Semifinalist
HoDo Restaurant at the Hotel Donaldson,2014,HoDo Restaurant at the Hotel Donaldson,Nick Weinhandl,Best Chef: Midwest,"Fargo, North Dakota",Semifinalist
Momofuku,2014,Momofuku,Christina Tosi,Outstanding Pastry Chef,"New York, New York",Nominee
Matthiasson Wine,2014,Matthiasson Wine,Steve Matthiasson,"Outstanding Wine, Spirits, or Beer Professional","Napa, California",Semifinalist
Sea Change,2014,Sea Change,Jamie Malone,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
The Red Store,2014,The Red Store,Lucas Manteca,Best Chef: Mid-Atlantic,"Cape May Point, New Jersey",Semifinalist
,2014,,,Outstanding Bar Program,"New York, New York",Semifinalist
Black Trumpet Bistro,2014,Black Trumpet Bistro,Evan Mallett,Best Chef: Northeast,"Portsmouth, New Hampshire",Semifinalist
Hungry Ghost,2014,Hungry Ghost,Cheryl Maffei,Outstanding Pastry Chef,"Northampton, Massachusetts",Semifinalist
Birch & Barley,2014,Birch & Barley,Tiffany MacIsaac,Outstanding Pastry Chef,"Washington, District of Columbia",Semifinalist
Sirio Maccioni,2014,Sirio Maccioni,,Lifetime Achievement,,Winner
Mintwood Place,2014,Mintwood Place,Cedric Maupillier,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
,2014,,,Outstanding Wine Program,"Irving, Texas",Semifinalist
"No. 9 Park, Menton, B&G Oysters, and others",2014,"No. 9 Park, Menton, B&G Oysters, and others",Barbara Lynch,Outstanding Restaurateur,"Boston, Massachusetts",Winner
Retaurant North,2014,Retaurant North,Eric Gabrynowicz,Best Chef: Northeast,"Armonk, New York",Semifinalist
Ford Fry Restaurant Company,2014,Ford Fry Restaurant Company,Ford Fry,Outstanding Restaurateur,"Atlanta, Georgia",Semifinalist
,2014,,,Outstanding Bar Program,"Denver, Colorado",Semifinalist
,2014,,,Outstanding Bar Program,"Pittsburgh, Pennsylvania",Semifinalist
Gautreau's,2014,Gautreau's,Sue Zemanick,Best Chef: South,"New Orleans, Louisiana",Winner
,2014,,,Best New Restaurant,"Scottsdale, Arizona",Semifinalist
Fox Restaurant Concepts,2014,Fox Restaurant Concepts,Sam Fox,Outstanding Restaurateur,"Phoenix, Arizona",Semifinalist
The Libertine Liquor Bar,2014,The Libertine Liquor Bar,Neal Brown,Best Chef: Great Lakes,"Indianapolis, Indiana",Semifinalist
A16,2014,A16,,Outstanding Wine Program,"San Francisco, California",Nominee
,2014,,,Outstanding Wine Program,"Aspen, Colorado",Nominee
Lumié–že,2014,Lumié–že,Michael Leviton,Best Chef: Northeast,"Newton, Massachusetts",Nominee
"Hawksworth Restaurant, Vancouver",2014,"Hawksworth Restaurant, Vancouver",Munge Leung,Outstanding Restaurant Design (76 Seats and Over),,Nominee
b. patisserie,2014,b. patisserie,Belinda Leong,Outstanding Pastry Chef,"San Francisco, California",Nominee
610 Magnolia,2014,610 Magnolia,Edward Lee,Best Chef: Southeast,,Nominee
Coqueta,2014,Coqueta,,Best New Restaurant,"San Francisco, California",Nominee
Aragona,2014,Aragona,,Best New Restaurant,"Seattle, Washington",Semifinalist
The Herbfarm,2014,The Herbfarm,Chris Weber,Rising Star Chef of the Year,"Woodinville, Washington",Semifinalist
Hitchcock,2014,Hitchcock,Brendan McGill,Best Chef: Northwest,"Bainbridge Island, Washington",Semifinalist
,2014,,,Best New Restaurant,"Louisville, Kentucky",Semifinalist
Poole's Downtown Diner,2014,Poole's Downtown Diner,Ashley Christensen,Best Chef: Southeast,"Raleigh, North Carolina",Winner
,2014,,,Outstanding Restaurant,"Portland, Maine",Semifinalist
Knightsbridge Restaurant Group,2014,Knightsbridge Restaurant Group,Ashok Bajaj,Outstanding Restaurateur,"Washington, District of Columbia",Semifinalist
The French Press,2014,The French Press,Justin Girouard,Best Chef: South,"Lafayette, Louisiana",Semifinalist
Giorgios Hospitality Group,2014,Giorgios Hospitality Group,Giorgios Bakatsias,Outstanding Restaurateur,"Durham, North Carolina",Semifinalist
ABC Kitchen,2014,ABC Kitchen,Dan Kluger,Best Chef: New York City,"New York, New York",Nominee
Ribelle,2014,Ribelle,Tim Maslow,Rising Star Chef of the Year,"Brookline, Massachusetts",Semifinalist
Baco Mercat,2014,Baco Mercat,Josef Centeno,Best Chef: West,"Los Angeles, California",Semifinalist
,2014,,,Best New Restaurant,"Brookline, Massachusetts",Semifinalist
Bottega,2014,Bottega,Michael Chiarello,Best Chef: West,"Yountville, California",Semifinalist
Peche Seafood Grill,2014,Peche Seafood Grill,Ryan Prewitt,Best Chef: South,"New Orleans, Louisiana",Winner
The Libertine,2014,The Libertine,Josh Galliano,Best Chef: Midwest,"Clayton, Missouri",Semifinalist
"Virgin Atlantic Airway's Clubhouse at Newark Liberty Interational Airport, Newark, NJ",2014,"Virgin Atlantic Airway's Clubhouse at Newark Liberty Interational Airport, Newark, NJ",Slade Architecture,Outstanding Restaurant Design (76 Seats and Over),,Nominee
Ma Peche,2014,Ma Peche,Paul Carmichael,Best Chef: New York City,"New York, New York",Semifinalist
Izanami at Ten Thousand Waves,2014,Izanami at Ten Thousand Waves,,Best New Restaurant,"Santa Fe, New Mexico",Semifinalist
The Purple Pig,2014,The Purple Pig,Jimmy Bannos,Rising Star Chef of the Year,"Chicago, Illinois",Winner
Farmstead Inc.,2014,Farmstead Inc.,Matt Jennings,Best Chef: Northeast,"Providence, Rhode Island",Nominee
Shed,2014,Shed,Jensen Architects,Outstanding Restaurant Design (76 Seats and Over),"Healdsburg, California",Winner
Sokolowski's University Inn,2014,Sokolowski's University Inn,,America's Classics,"Cleveland, Ohio",Winner
,2014,,,Outstanding Bar Program,"Decatur, Georgia",Semifinalist
Betony,2014,Betony,,Best New Restaurant,"New York, New York",Nominee
La Boca,2014,La Boca,James Campbell Caruso,Best Chef: Southwest,"Santa Fe, New Mexico",Semifinalist
,2014,,,Outstanding Restaurant,"Seattle, Washington",Semifinalist
The Bar at the NoMad Hotel,2014,The Bar at the NoMad Hotel,,Outstanding Bar Program,"New York, New York",Winner
Roberta's,2014,Roberta's,Carlo Mirarchi,Best Chef: New York City,"Brooklyn, New York",Semifinalist
5 & 10,2014,5 & 10,,Outstanding Wine Program,"Athens, Georgia",Semifinalist
Poggio and Copita,2014,Poggio and Copita,Larry Mindel,Outstanding Restaurateur,"Sausalito, California",Semifinalist
Tertulia,2014,Tertulia,Seamus Mullen,Best Chef: New York City,"New York, New York",Semifinalist
,2014,,,Outstanding Restaurant,"Phoenix, Arizona",Semifinalist
Room 39,2014,Room 39,Ted Habiger,Best Chef: Midwest,"Kansas City, Missouri",Semifinalist
The North Fork Table & Inn,2014,The North Fork Table & Inn,Gerry Hayden,Best Chef: Northeast,"Southold, New York",Nominee
Pubbelly,2014,Pubbelly,Jose Mendin,Best Chef: South,"Miami Beach, Florida",Semifinalist
Curate,2014,Curate,Katie Button,Rising Star Chef of the Year,"Asheville, North Carolina",Nominee
Ripple,2014,Ripple,Marjorie Meek-Bradley,Rising Star Chef of the Year,"Washington, District of Columbia",Semifinalist
Sons & Daughters,2014,Sons & Daughters,Matt McNamara,Rising Star Chef of the Year,"San Francisco, California",Semifinalist
Aska,2014,Aska,Fredrik Berselius,Best Chef: New York City,"New York, New York",Semifinalist
Hansen's Sno Bliz,2014,Hansen's Sno Bliz,,America's Classics,"New Orleans, Louisiana",Winner
R Bistro,2014,R Bistro,Regina Mehallick,Best Chef: Great Lakes,"Indianapolis, Indiana",Semifinalist
Matthew Haley,2014,Matthew Haley,,Humanitarian of the Year,,Winner
Restaurant Eve,2014,Restaurant Eve,Cathal Armstrong,Best Chef: Mid-Atlantic,"Alexandria, Virginia",Nominee
The Fearrington House Restaurant,2014,The Fearrington House Restaurant,Colin Bedford,Best Chef: Southeast,"Pittsboro, North Carolina",Semifinalist
Connie and Ted's,2014,Connie and Ted's,,Best New Restaurant,"West Hollywood, California",Semifinalist
Underbelly,2014,Underbelly,Chris Shepherd,Best Chef: Southwest,"Houston, Texas",Winner
The Lucques Group,2014,The Lucques Group,Caroline Styne,Outstanding Restaurateur,"Los Angeles, California",Nominee
Suarez Restaurant Group,2014,Suarez Restaurant Group,Phil Suarez,Outstanding Restaurateur,"New York, New York",Nominee
Sanford,2014,Sanford,Justin Aprahamian,Best Chef: Midwest,"Milwaukee, Wisconsin",Winner
,2014,,,Outstanding Wine Program,"St. Helena, California",Semifinalist
Olneyville New York System,2014,Olneyville New York System,,America's Classics,"Providence, Rhode Island",Winner
El Meze,2014,El Meze,Frederick Muller,Best Chef: Southwest,"Taos, New Mexico",Semifinalist
Brindille,2014,Brindille,,Best New Restaurant,"Chicago, Illinois",Semifinalist
Stages at One Washington,2014,Stages at One Washington,Evan Hennessey,Best Chef: Northeast,"Dover, New Hampshire",Semifinalist
Tacqueria del Sol,2014,Tacqueria del Sol,Eddie Hernandez,Outstanding Restaurateur,"Atlanta, Georgia",Semifinalist
Dominique Ansel Bakery,2014,Dominique Ansel Bakery,Dominique Ansel,Outstanding Pastry Chef,"New York, New York",Winner
Gary Danko,2014,Gary Danko,Gary Danko,Outstanding Chef,"San Francisco, California",Semifinalist
Herons at the Umstead Hotel and Spa,2014,Herons at the Umstead Hotel and Spa,Scott Crawford,Best Chef: Southeast,"Cary, North Carolina",Semifinalist
Bar Sajor,2014,Bar Sajor,,Best New Restaurant,"Seattle, Washington",Semifinalist
Cafe di Scala,2014,Cafe di Scala,Phil Shires,Best Chef: Midwest,"Des Moines, Iowa",Semifinalist
Ken's Artisan Bakery,2013,Ken's Artisan Bakery,Ken Forkish,Outstanding Pastry Chef,"Portland, Oregon",Nominee
Del Maguey Single Village Mezcal,2013,Del Maguey Single Village Mezcal,Ron Cooper,"Outstanding Wine, Spirits, or Beer Professional","Taos, New Mexico",Semifinalist
Cook & Brown Public House,2013,Cook & Brown Public House,,Outstanding Bar Program,"Providence, Rhode Island",Semifinalist
Night + Market,2013,Night + Market,Kris Yenbamroong,Rising Star Chef of the Year,"West Hollywood, California",Semifinalist
Thirty Acres,2013,Thirty Acres,,Best New Restaurant,"Jersey City, New Jersey",Semifinalist
The Sycamore Kitchen,2013,The Sycamore Kitchen,Karen Hatfield,Outstanding Pastry Chef,"Los Angeles, California",Semifinalist
Copperleaf Restaurant at Cedarbrook Lodge,2013,Copperleaf Restaurant at Cedarbrook Lodge,Mark Bodinet,Rising Star Chef of the Year,"Seattle, Washington",Semifinalist
The Oval Room,2013,The Oval Room,Tony Conte,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Troquet,2013,Troquet,,Outstanding Wine Program,"Boston, Massachusetts",Semifinalist
