name,year,place,chef,category,location,ranking
Killen’s Steakhouse,2018,Killen’s Steakhouse,Ronnie Killen,Best Chef: Southwest,"Pearland, Texas",Semifinalist
Coco & The Cellar Bar,2018,Coco & The Cellar Bar,Unmi Abkin,Best Chef: Northeast,"Easthampton, Massachusetts",Semifinalist
The Farmer & The Larder,2018,The Farmer & The Larder,Matthew Raiford,Best Chef: Southeast,"Brunswick, Georgia",Semifinalist
The Anchorage,2018,The Anchorage,,Best New Restaurant,"Greenville, South Carolina",Semifinalist
José Andrés,2018,José Andrés,,Humanitarian of the Year,,Winner
Frankies 457 Spuntino,2018,Frankies 457 Spuntino,,Outstanding Restaurant,"Brooklyn, New York",Semifinalist
Galleria Umberto,2018,Galleria Umberto,,America's Classics,"Boston, Massachusetts",Winner
Butcher & Bee,2018,Butcher & Bee,Cynthia Wong,Outstanding Pastry Chef,"Charleston, South Carolina",Semifinalist
The Cottage,2018,The Cottage,Brian Lewis,Best Chef: Northeast,"Westport, Connecticut",Semifinalist
Chase’s Daily,2018,Chase’s Daily,,Outstanding Restaurant,"Belfast, Maine",Semifinalist
Wild Ginger,2018,Wild Ginger,,Outstanding Wine Program,"Seattle, Washington",Semifinalist
The Blue Hen,2018,The Blue Hen,,Best New Restaurant,"Rehoboth Beach, Delaware",Semifinalist
Frasca Food and Wine,2018,Frasca Food and Wine,,Outstanding Restaurant,"Boulder, Colorado",Nominee
Los Hernandez,2018,Los Hernandez,,America's Classics,"Union Gap, Washington",Winner
Pappas Bros. Steakhouse,2018,Pappas Bros. Steakhouse,,Outstanding Wine Program,"Houston, Texas",Semifinalist
Passionfish,2018,Passionfish,,Outstanding Wine Program,"Pacific Grove, California",Semifinalist
Brewery Bhavana,2018,Brewery Bhavana,,Best New Restaurant,"Raleigh, North Carolina",Semifinalist
Noble Rot,2018,Noble Rot,,Outstanding Wine Program,"Portland, Oregon",Semifinalist
Taberna de Haro,2018,Taberna de Haro,,Outstanding Wine Program,"Brookline, Massachusetts",Semifinalist
Kanemitsu Bakery,2018,Kanemitsu Bakery,George Kanemitsu,Outstanding Baker,"Kaunakakai, Hawaii",Semifinalist
Matthiasson Wines,2018,Matthiasson Wines,Steve Matthiasson,"Outstanding Wine, Spirits, or Beer Professional","Napa, California",Nominee
Empellón Midtown,2018,Empellón Midtown,Alex Stupak,Best Chef: New York City,"New York, New York",Nominee
Vino,2018,Vino,,Outstanding Wine Program,"Honolulu, Hawaii",Semifinalist
Paula Wolfert,2018,Paula Wolfert,,Lifetime Achievement,,Winner
Mud Hen Water,2018,Mud Hen Water,Ed Kenney,Best Chef: West,"Honolulu, Hawaii",Semifinalist
Highlands Bar & Grill,2018,Highlands Bar & Grill,,Outstanding Restaurant,"Birmingham, Alabama",Winner
The Pool,2018,The Pool,Stephanie Prida,Outstanding Pastry Chef,"New York, New York",Semifinalist
Fisher’s Upstairs at Orange Beach Marina,2018,Fisher’s Upstairs at Orange Beach Marina,Bill Briand,Best Chef: South,"Orange Beach, Alabama",Semifinalist
El Guero Canelo,2018,El Guero Canelo,,America's Classics,"Tuscon, Arizona",Winner
Hungry Pigeon,2018,Hungry Pigeon,Pat O'Malley,Outstanding Pastry Chef,"Philadelphia, Pennsylvania",Semifinalist
Standby,2018,Standby,,Outstanding Bar Program,"Detroit, Michigan",Semifinalist
Italia Trattoria,2018,Italia Trattoria,Anna Vogel,Best Chef: Northwest,"Spokane, Washington",Semifinalist
Essen Bakery,2018,Essen Bakery,Tova du Plessis,Outstanding Baker,"Philadelphia, Pennsylvania",Semifinalist
Måurice,2018,Måurice,Kristen Murray,Outstanding Pastry Chef,"Portland, Oregon",Semifinalist
The Restaurant at Meadowood,2018,The Restaurant at Meadowood,Christopher Kostow,Outstanding Chef,"St. Helena, California",Nominee
The Preacher’s Son,2018,The Preacher’s Son,Chambers Architects,Outstanding Restaurant Design (76 Seats and Over),"Bentonville, Arkansas",Nominee
Teresa’s Next Door,2018,Teresa’s Next Door,,Outstanding Bar Program,"Wayne, Pennsylvania",Semifinalist
Himitsu,2018,Himitsu,Kevin Tien,Rising Star Chef of the Year,"Washington, District of Columbia",Nominee
Lotus of Siam,2018,Lotus of Siam,,Outstanding Wine Program,"Las Vegas, Nevada",Semifinalist
The Living Room at the Dewberry,2018,The Living Room at the Dewberry,,Outstanding Bar Program,"Charleston, South Carolina",Semifinalist
Manifesto,2018,Manifesto,,Outstanding Bar Program,"Kansas City, Missouri",Semifinalist
Trick Dog,2018,Trick Dog,,Outstanding Bar Program,"San Francisco, California",Nominee
Eastern Standard Kitchen & Drinks,2018,Eastern Standard Kitchen & Drinks,,Outstanding Service,"Boston, Massachusetts",Semifinalist
Black Seed Bagels,2018,Black Seed Bagels,Dianna Daoheung,Outstanding Baker,"New York, New York",Nominee
The Little Nell,2018,The Little Nell,,Outstanding Wine Program,"Aspen, Colorado",Nominee
Columbia Room,2018,Columbia Room,,Outstanding Bar Program,"Washington, District of Columbia",Semifinalist
Trifecta Tavern,2018,Trifecta Tavern,Ken Forkish,Outstanding Baker,"Portland, Oregon",Semifinalist
Estela,2018,Estela,Ignacio Mattos,Best Chef: New York City,"New York, New York",Nominee
Cerulean,2018,Cerulean,Alan Sternberg,Rising Star Chef of the Year,"Indianapolis, Indiana",Semifinalist
Josephine,2018,Josephine,Andy Little,Best Chef: Southeast,"Nashville, Tennessee",Semifinalist
Cure,2018,Cure,,Outstanding Bar Program,"New Orleans, Louisiana",Winner
Snackbar,2018,Snackbar,Vishwesh Bhatt,Best Chef: South,"Oxford, Mississippi",Nominee
Masterpiece,2018,Masterpiece,Rui Liu,Best Chef: Southeast,"Duluth, Georgia",Semifinalist
Coturri Winery,2018,Coturri Winery,Tony Coturri,"Outstanding Wine, Spirits, or Beer Professional","Glen Ellen, California",Semifinalist
Tony’s,2018,Tony’s,,Outstanding Service,"St. Louis, Missouri",Semifinalist
Zuni Café,2018,Zuni Café,,Outstanding Service,"San Francisco, California",Winner
Zingerman’s Delicatessen,2018,Zingerman’s Delicatessen,,Outstanding Service,"Ann Arbor, Michigan",Nominee
Flora Bar,2018,Flora Bar,Natasha Pickowicz,Outstanding Pastry Chef,"New York, New York",Semifinalist
Sepia,2018,Sepia,,Outstanding Service,"Chicago, Illinois",Semifinalist
The Dutch,2018,The Dutch,Andrew Carmellini,Outstanding Chef,"New York, New York",Semifinalist
Flour Bakery + Cafe,2018,Flour Bakery + Cafe,Joanne Chang,Outstanding Chef,"Boston, Massachusetts",Semifinalist
Mixtli,2018,Mixtli,Diego Galicia,Best Chef: Southwest,"San Antonio, Texas",Semifinalist
Moxy,2018,Moxy,Matthew Louis,Best Chef: Northeast,"Portsmouth, New Hampshire",Semifinalist
20th Century Café,2018,20th Century Café,Michelle Polzine,Outstanding Pastry Chef,"San Francisco, California",Semifinalist
18 Bay Restaurant,2018,18 Bay Restaurant,Elizabeth Ronzetti,Best Chef: Northeast,"Shelter Island, New York",Semifinalist
Five & Ten,2018,Five & Ten,Hugh Acheson,Outstanding Chef,"Athens, Georgia",Semifinalist
Yvonne’s,2018,Yvonne’s,Juan Pedrosa,Rising Star Chef of the Year,"Boston, Massachusetts",Semifinalist
a.o.c.,2018,a.o.c.,,Outstanding Wine Program,"Los Angeles, California",Nominee
Xochi,2018,Xochi,,Best New Restaurant,"Houston, Texas",Semifinalist
The Red Cat,2018,The Red Cat,,Outstanding Service,"New York, New York",Semifinalist
Mercantile Dining & Provision,2018,Mercantile Dining & Provision,Alex Seidel,Best Chef: Southwest,"Denver, Colorado",Winner
RockCreek,2018,RockCreek,Eric Donnelly,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Vespertine,2018,Vespertine,,Best New Restaurant,"Culver City, California",Semifinalist
Saison,2018,Saison,,Outstanding Service,"San Francisco, California",Nominee
Fiola,2018,Fiola,Fabio Trabocchi,Outstanding Chef,"Washington, District of Columbia",Semifinalist
Providence,2018,Providence,Michael Cimarusti,Best Chef: West,"Los Angeles, California",Nominee
"(Langbaan, Paadee, Hat Yai, and others)",2018,"(Langbaan, Paadee, Hat Yai, and others)",Akkapong Ninsom,Outstanding Restaurateur,"Portland, Oregon",Semifinalist
Trillium Brewing Company,2018,Trillium Brewing Company,JC Tetreault,"Outstanding Wine, Spirits, or Beer Professional","Boston, Massachusetts",Semifinalist
The Willows Inn on Lummi Island,2018,The Willows Inn on Lummi Island,Blaine Wetzel,Outstanding Chef,"Lummi Island, Washington",Semifinalist
Freedman’s,2018,Freedman’s,Liz Johnson,Rising Star Chef of the Year,"Los Angeles, California",Semifinalist
Columbia City Bakery,2018,Columbia City Bakery,Evan Andres,Outstanding Baker,"Seattle, Washington",Semifinalist
Bacchanal,2018,Bacchanal,,Outstanding Wine Program,"New Orleans, Louisiana",Nominee
Snow’s BBQ,2018,Snow’s BBQ,Norma Frances “Tootsie” Tomanetz,Best Chef: Southwest,"Lexington, Texas",Semifinalist
The Grey,2018,The Grey,Mashama Bailey,Best Chef: Southeast,"Savannah, Georgia",Nominee
Maru Sushi,2018,Maru Sushi,,Best New Restaurant,"Honolulu, Hawaii",Semifinalist
Acre,2018,Acre,David Bancroft,Best Chef: South,"Auburn, Alabama",Semifinalist
Jody Adams,2018,Jody Adams,,Who's Who of Food & Beverage in America,"Boston, Massachusetts",Winner
Maydan,2018,Maydan,,Best New Restaurant,"Washington, District of Columbia",Semifinalist
Les Sablons,2018,Les Sablons,,Best New Restaurant,"Cambridge, Massachusetts",Semifinalist
Crafthouse Cocktails,2018,Crafthouse Cocktails,Charles Joly,"Outstanding Wine, Spirits, or Beer Professional","Chicago, Illinois",Semifinalist
Garland,2018,Garland,Cheetie Kumar,Best Chef: Southeast,"Raleigh, North Carolina",Semifinalist
Lady of the House,2018,Lady of the House,,Best New Restaurant,"Detroit, Michigan",Semifinalist
Mi Tocaya Antojería,2018,Mi Tocaya Antojería,,Best New Restaurant,"Chicago, Illinois",Semifinalist
Zak the Baker,2018,Zak the Baker,Zak Stern,Outstanding Baker,"Miami, Florida",Semifinalist
Marcel’s by Robert Wiedmaier,2018,Marcel’s by Robert Wiedmaier,,Outstanding Service,"Washington, District of Columbia",Semifinalist
The Painted Lady Restaurant,2018,The Painted Lady Restaurant,,Outstanding Service,"Newberg, Oregon",Semifinalist
"Richard DeShantz Restaurant Group (Meat & Potatoes, Butcher and the Rye, Tako, and others)",2018,"Richard DeShantz Restaurant Group (Meat & Potatoes, Butcher and the Rye, Tako, and others)",Richard DeShantz,Outstanding Restaurateur,"Pittsburgh, Pennsylvania",Semifinalist
Curiosity Doughnuts,2018,Curiosity Doughnuts,Alexander Talbot,Outstanding Baker,"Stockton, New Jersey",Semifinalist
Bar Normandy,2018,Bar Normandy,Alex Lira,Best Chef: Southeast,"Charleston, South Carolina",Semifinalist
Osteria Radici,2018,Osteria Radici,,Best New Restaurant,"Allentown, New Jersey",Semifinalist
Lally Brennan,2018,Lally Brennan,,Who's Who of Food & Beverage in America,"New Orleans, Louisiana",Winner
Olamaie,2018,Olamaie,Michael Fojtasek,Best Chef: Southwest,"Austin, Texas",Nominee
Hugo’s,2018,Hugo’s,,Outstanding Service,"Houston, Texas",Semifinalist
Sam Jones BBQ,2018,Sam Jones BBQ,Sam Jones,Best Chef: Southeast,"Winterville, North Carolina",Semifinalist
Palme d’Or,2018,Palme d’Or,,Outstanding Service,"Coral Gables, Florida",Semifinalist
"Boka Restaurant Group (Boka, GT Fish & Oyster, Girl & the Goat, and others)",2018,"Boka Restaurant Group (Boka, GT Fish & Oyster, Girl & the Goat, and others)",Rob Katz,Outstanding Restaurateur,"Chicago, Illinois",Nominee
The Ordinary,2018,The Ordinary,Michael Lata,Outstanding Chef,"Charleston, South Carolina",Semifinalist
The Regional Kitchen & Public House,2018,The Regional Kitchen & Public House,Lindsay Autry,Best Chef: South,"West Palm Beach, Florida",Semifinalist
Work & Class,2018,Work & Class,Dana Rodriguez,Best Chef: Southwest,"Denver, Colorado",Semifinalist
The Back Bay Grill,2018,The Back Bay Grill,,Outstanding Service,"Portland, Maine",Semifinalist
Kitchen 713,2018,Kitchen 713,James Haywood,Best Chef: Southwest,"Houston, Texas",Semifinalist
Swan Oyster Depot,2018,Swan Oyster Depot,,Outstanding Restaurant,"San Francisco, California",Semifinalist
Herbsaint,2018,Herbsaint,Donald Link,Outstanding Chef,"New Orleans, Louisiana",Nominee
Talula’s Table,2018,Talula’s Table,,Outstanding Restaurant,"Kennett Square, Pennsylvania",Semifinalist
112 Eatery,2018,112 Eatery,,Outstanding Service,"Minneapolis, Minnesota",Semifinalist
The Grocery,2018,The Grocery,Kevin Johnson,Best Chef: Southeast,"Charleston, South Carolina",Semifinalist
Tiger Mama,2018,Tiger Mama,Tiffani Faison,Best Chef: Northeast,"Boston, Massachusetts",Nominee
FIG,2018,FIG,,Outstanding Wine Program,"Charleston, South Carolina",Winner
Anvil Bar & Refuge,2018,Anvil Bar & Refuge,,Outstanding Bar Program,"Houston, Texas",Nominee
Cong Tu Bot,2018,Cong Tu Bot,Vien Dobui,Best Chef: Northeast,"Portland, Maine",Semifinalist
Revolver Taco Lounge,2018,Revolver Taco Lounge,Regino Rojas,Best Chef: Southwest,"Dallas, Texas",Semifinalist
Clover Club,2018,Clover Club,,Outstanding Bar Program,"Brooklyn, New York",Semifinalist
Millwright’s,2018,Millwright’s,Tyler Anderson,Best Chef: Northeast,"Simsbury, Connecticut",Semifinalist
The Boiler Room,2018,The Boiler Room,Tim Nicholson,Rising Star Chef of the Year,"Omaha, Nebraska",Semifinalist
Myers + Chang,2018,Myers + Chang,Karen Akunowicz,Best Chef: Northeast,"Boston, Massachusetts",Winner
"Patachou Inc. (Café Patachou, Petite Chou Bistro, Napolese Artisanal Pizzeria, and others)",2018,"Patachou Inc. (Café Patachou, Petite Chou Bistro, Napolese Artisanal Pizzeria, and others)",Martha Hoover,Outstanding Restaurateur,"Indianapolis, Indiana",Semifinalist
Long Grain,2018,Long Grain,Ravin Nakjaroen,Best Chef: Northeast,"Camden, Maine",Semifinalist
Txikito,2018,Txikito,Eder Montero,Best Chef: New York City,"New York, New York",Semifinalist
Suzuki’s Sushi Bar,2018,Suzuki’s Sushi Bar,Keiko Suzuki,Best Chef: Northeast,"Rockland, Maine",Semifinalist
Gaskins,2018,Gaskins,Nick Suarez,Best Chef: Northeast,"Germantown, New York",Semifinalist
Contra,2018,Contra,Fabian Von Hauske,Best Chef: New York City,"New York, New York",Semifinalist
I Sodi,2018,I Sodi,Rita Sodi,Best Chef: New York City,"New York, New York",Semifinalist
Upland,2018,Upland,Justin Smillie,Best Chef: New York City,"New York, New York",Semifinalist
Sister Pie,2018,Sister Pie,Lisa Ludwinski,Outstanding Baker,"Detroit, Michigan",Semifinalist
Lilia,2018,Lilia,Missy Robbins,Best Chef: New York City,"Brooklyn, New York",Winner
RedFarm,2018,RedFarm,Joe Ng,Best Chef: New York City,"New York, New York",Semifinalist
Aqui,2018,Aqui,Jillian Bartolome,Outstanding Pastry Chef,"Houston, Texas",Semifinalist
Park’s Barbeque,2018,Park’s Barbeque,,Outstanding Service,"Los Angeles, California",Semifinalist
Dirt Candy,2018,Dirt Candy,Amanda Cohen,Best Chef: New York City,"New York, New York",Nominee
Shuko,2018,Shuko,Jimmy Lau,Best Chef: New York City,"New York, New York",Semifinalist
Momofuku Ko,2018,Momofuku Ko,Sean Gray,Best Chef: New York City,"New York, New York",Semifinalist
Charles’ Country Pan Fried Chicken,2018,Charles’ Country Pan Fried Chicken,Charles Gabriel,Best Chef: New York City,"New York, New York",Semifinalist
Tanoreen,2018,Tanoreen,Rawia Bishara,Best Chef: New York City,"Brooklyn, New York",Semifinalist
Olmsted,2018,Olmsted,Greg Baxtrom,Best Chef: New York City,"Brooklyn, New York",Semifinalist
Trattoria Stefano,2018,Trattoria Stefano,Stefano Viglietti,Best Chef: Midwest,"Sheboygan, Wisconsin",Semifinalist
Mae,2018,Mae,Maya Lovelace,Rising Star Chef of the Year,"Portland, Oregon",Semifinalist
Lovechild,2018,Lovechild,Jay Sparks,Best Chef: Midwest,"La Crosse, Wisconsin",Semifinalist
Sardella,2018,Sardella,Ashley Shelton,Best Chef: Midwest,"Clayton, Missouri",Semifinalist
Privado,2018,Privado,Mike Randolph,Best Chef: Midwest,"University City, Missouri",Semifinalist
Lona’s Lil Eats,2018,Lona’s Lil Eats,Lona Luo,Best Chef: Midwest,"St. Louis, Missouri",Semifinalist
Young Joni,2018,Young Joni,Ann Kim,Best Chef: Midwest,"Minneapolis, Minnesota",Nominee
The Boarding House,2018,The Boarding House,,Outstanding Wine Program,"Chicago, Illinois",Semifinalist
EsterEv,2018,EsterEv,Dan Van Rite,Best Chef: Midwest,"Milwaukee, Wisconsin",Semifinalist
Coltivare,2018,Coltivare,Ryan Pera,Best Chef: Southwest,"Houston, Texas",Semifinalist
Mirabelle,2018,Mirabelle,Aggie Chin,Outstanding Pastry Chef,"Washington, District of Columbia",Semifinalist
c.1880,2018,c.1880,Thomas Hauck,Best Chef: Midwest,"Milwaukee, Wisconsin",Semifinalist
Elaia,2018,Elaia,Ben Grupe,Best Chef: Midwest,"St. Louis, Missouri",Semifinalist
Rich Table,2018,Rich Table,Evan Rich,Best Chef: West,"San Francisco, California",Semifinalist
Ardent,2018,Ardent,Justin Carlisle,Best Chef: Midwest,"Milwaukee, Wisconsin",Nominee
Evil Twin Brewing,2018,Evil Twin Brewing,Jeppe Jarnit-Bjergsø,"Outstanding Wine, Spirits, or Beer Professional","Brooklyn, New York",Semifinalist
Corner Table,2018,Corner Table,Thomas Boemer,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
Bar Leather Apron,2018,Bar Leather Apron,,Outstanding Bar Program,"Honolulu, Hawaii",Semifinalist
"Rustic Canyon Group (Cassia, Huckleberry Bakery & Café, Rustic Canyon, and others)",2018,"Rustic Canyon Group (Cassia, Huckleberry Bakery & Café, Rustic Canyon, and others)",Josh Loeb,Outstanding Restaurateur,"Santa Monica, California",Semifinalist
Hardena,2018,Hardena,Diana Widjojo,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Semifinalist
abcV,2018,abcV,ABC Carpet & Home,Outstanding Restaurant Design (76 Seats and Over),"New York, New York",Nominee
Marisol,2018,Marisol,Sarah Rinkavage,Rising Star Chef of the Year,"Chicago, Illinois",Nominee
De Maria,2018,De Maria,The MP Shift,Outstanding Restaurant Design (75 Seats and Under),"New York, New York",Winner
The Forge,2018,The Forge,,Outstanding Wine Program,"Miami Beach, Florida",Semifinalist
Heirloom Kitchen,2018,Heirloom Kitchen,David Viana,Best Chef: Mid-Atlantic,"Old Bridge, New Jersey",Semifinalist
Razza Pizza Artigianale,2018,Razza Pizza Artigianale,Dan Richer,Best Chef: Mid-Atlantic,"Jersey City, New Jersey",Semifinalist
Convivial,2018,Convivial,Cedric Maupillier,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
El Compadre,2018,El Compadre,Benjamin Miller,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Semifinalist
Bar Goto,2018,Bar Goto,,Outstanding Bar Program,"New York, New York",Semifinalist
State & Lemp,2018,State & Lemp,Kris Komori,Best Chef: Northwest,"Boise, Idaho",Semifinalist
Ha VL,2018,Ha VL,Ha Luu,Best Chef: Northwest,"Portland, Oregon",Semifinalist
Padaek,2018,Padaek,Seng Luangrath,Best Chef: Mid-Atlantic,"Falls Church, Virginia",Semifinalist
Kachka,2018,Kachka,Bonnie Morales,Best Chef: Northwest,"Portland, Oregon",Nominee
Reem’s California,2018,Reem’s California,Reem Assil,Best Chef: West,"Oakland, California",Semifinalist
B. Patisserie,2018,B. Patisserie,Michel Suas,Outstanding Baker,"San Francisco, California",Winner
Canon,2018,Canon,,Outstanding Bar Program,"Seattle, Washington",Semifinalist
The Restaurant at Patowmack Farm,2018,The Restaurant at Patowmack Farm,Tarver King,Best Chef: Mid-Atlantic,"Lovettsville, Virginia",Semifinalist
Laurel,2018,Laurel,Nicholas Elmi,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Semifinalist
Bad Saint,2018,Bad Saint,Tom Cunanan,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
Inferno Pizzeria Napoletana,2018,Inferno Pizzeria Napoletana,Tony Conte,Best Chef: Mid-Atlantic,"Darnestown, Maryland",Semifinalist
Lautrec,2018,Lautrec,Kristin Butterworth,Best Chef: Mid-Atlantic,"Farmington, Pennsylvania",Semifinalist
Bourbon Steak,2018,Bourbon Steak,,Outstanding Wine Program,"Washington, District of Columbia",Semifinalist
Brenner Pass,2018,Brenner Pass,Brittanny Anderson,Best Chef: Mid-Atlantic,"Richmond, Virginia",Semifinalist
Salt,2018,Salt,Jill Vedaa,Best Chef: Great Lakes,"Lakewood, Ohio",Semifinalist
Flying Fig,2018,Flying Fig,Karen Small,Best Chef: Great Lakes,"Cleveland, Ohio",Semifinalist
Split-Rail,2018,Split-Rail,Zoe Schor,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Mita's,2018,Mita's,Jose Salazar,Best Chef: Great Lakes,"Cincinnati, Ohio",Semifinalist
Mabel Gray,2018,Mabel Gray,James Rigato,Best Chef: Great Lakes,"Hazel Park, Michigan",Semifinalist
Elizabeth,2018,Elizabeth,Iliana Regan,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Con Huevos!,2018,Con Huevos!,Paco Garcia,Best Chef: Southeast,"Louisville, Kentucky",Semifinalist
Oakleys Bistro,2018,Oakleys Bistro,Steven Oakley,Best Chef: Great Lakes,"Indianapolis, Indiana",Semifinalist
Chef’s Table at Detroit Foundation Hotel,2018,Chef’s Table at Detroit Foundation Hotel,Thomas Lents,Best Chef: Great Lakes,"Detroit, Michigan",Semifinalist
Lula Café,2018,Lula Café,Jason Hammel,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Entente,2018,Entente,Brian Fisher,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Big Jones,2018,Big Jones,Paul Fehribach,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Fat Rice,2018,Fat Rice,Abraham Conlon,Best Chef: Great Lakes,"Chicago, Illinois",Winner
Roister,2018,Roister,Andrew Brochu,Best Chef: Great Lakes,"Chicago, Illinois",Nominee
Sun Wah,2018,Sun Wah,,America's Classics,"Chicago, Illinois",Winner
Sofra Bakery and Café,2018,Sofra Bakery and Café,Maura Kilpatrick,Outstanding Baker,"Cambridge, Massachusetts",Nominee
Foggy Ridge Cider,2018,Foggy Ridge Cider,Diane Flynt,"Outstanding Wine, Spirits, or Beer Professional","Dugspur, Virginia",Nominee
Hell’s Backbone Grill,2018,Hell’s Backbone Grill,Jen Castle,Best Chef: Southwest,"Boulder, Utah",Semifinalist
Talat Market,2018,Talat Market,Parnass Savang,Rising Star Chef of the Year,"Atlanta, Georgia",Semifinalist
1900 Barker,2018,1900 Barker,Taylor Petrehn,Outstanding Baker,"Lawrence, Kansas",Semifinalist
Flock & Fowl,2018,Flock & Fowl,Sheridan Su,Best Chef: West,"Las Vegas, Nevada",Semifinalist
Farm & Sparrow,2018,Farm & Sparrow,David Bauer,Outstanding Baker,"Asheville, North Carolina",Semifinalist
ChiKo,2018,ChiKo,,Best New Restaurant,"Washington, District of Columbia",Semifinalist
Otoko,2018,Otoko,FÖDA Studio,Outstanding Restaurant Design (75 Seats and Under),"Austin, Texas",Nominee
"The Lucques Group (Lucques, a.o.c., Tavern, and others)",2018,"The Lucques Group (Lucques, a.o.c., Tavern, and others)",Caroline Styne,Outstanding Restaurateur,"Los Angeles, California",Winner
Eden Hill,2018,Eden Hill,Maximillian Petty,Rising Star Chef of the Year,"Seattle, Washington",Semifinalist
"(Diner, Marlow & Sons, Reynard, and others)",2018,"(Diner, Marlow & Sons, Reynard, and others)",Andrew Tarlow,Outstanding Restaurateur,"Brooklyn, New York",Semifinalist
"The Bartolotta Restaurants (R­istorante Bartolotta, Harbor House, Lake Park Bistro, and others)",2018,"The Bartolotta Restaurants (R­istorante Bartolotta, Harbor House, Lake Park Bistro, and others)",Paul Bartolotta,Outstanding Restaurateur,"Milwaukee, Wisconsin",Semifinalist
Dong Phuong Bakery,2018,Dong Phuong Bakery,,America's Classics,"New Orleans, Louisiana",Winner
Benedetto,2018,Benedetto,Renae Connolly,Outstanding Pastry Chef,"Cambridge, Massachusetts",Semifinalist
"H Town Restaurant Group (Hugo’s, Caracol, Xochi, and others)",2018,"H Town Restaurant Group (Hugo’s, Caracol, Xochi, and others)",Tracy Vaught,Outstanding Restaurateur,"Houston, Texas",Semifinalist
Bateau,2018,Bateau,Renee Erickson,Outstanding Chef,"Seattle, Washington",Semifinalist
MoPho,2017,MoPho,Michael Gulotta,Best Chef: South,"New Orleans, Louisiana",Semifinalist
"Knightsbridge Restaurant Group (The Bombay Club, Rasika, The Oval Room, and others)",2017,"Knightsbridge Restaurant Group (The Bombay Club, Rasika, The Oval Room, and others)",Ashok Bajaj,Outstanding Restaurateur,"Washington, District of Columbia",Semifinalist
The Rusty Spoon,2017,The Rusty Spoon,Kathleen Blake,Best Chef: South,"Orlando, Florida",Semifinalist
Bread Furst,2017,Bread Furst,Mark Furstenberg,Outstanding Baker,"Washington, District of Columbia",Winner
Rooster & the Till,2017,Rooster & the Till,Ferrell Alvarez,Best Chef: South,"Tampa, Florida",Semifinalist
"Neighborhood Dining Group (Husk, McCrady’s, Minero, and others)",2017,"Neighborhood Dining Group (Husk, McCrady’s, Minero, and others)",David Howard,Outstanding Restaurateur,"Charleston, South Carolina",Semifinalist
Niu Kitchen,2017,Niu Kitchen,Deme Lomas,Best Chef: South,"Miami, Florida",Semifinalist
Nora Pouillon,2017,Nora Pouillon,,Lifetime Achievement,Restaurant Nora,Winner
Taqueria del Sol,2017,Taqueria del Sol,Mike Klank,Outstanding Restaurateur,"Atlanta, Georgia",Semifinalist
Delta Meat Market,2017,Delta Meat Market,Cole Ellis,Best Chef: South,"Cleveland, Mississippi",Semifinalist
Café Ponte,2017,Café Ponte,Chris Ponte,Best Chef: South,"Clearwater, Florida",Semifinalist
Luma on Park,2017,Luma on Park,Brandon McGlamery,Best Chef: South,"Winter Park, Florida",Semifinalist
"High Street Hospitality Group (Fork, High Street on Market, High Street on Hudson)",2017,"High Street Hospitality Group (Fork, High Street on Market, High Street on Hudson)",Ellen Yin,Outstanding Restaurateur,"Philadelphia, Pennsylvania",Semifinalist
"Ethan Stowell Restaurants (Staple & Fancy, Tavolàta, Anchovies & Olives, and others)",2017,"Ethan Stowell Restaurants (Staple & Fancy, Tavolàta, Anchovies & Olives, and others)",Ethan Stowell,Outstanding Restaurateur,"Seattle, Washington",Semifinalist
"The Optimist, St. Cecilia, State of Grace, and others",2017,"The Optimist, St. Cecilia, State of Grace, and others",Ford Fry,Outstanding Restaurateur,"Atlanta, Georgia",Semifinalist
Kinship,2017,Kinship,Eric Ziebold,Outstanding Chef,"Washington, District of Columbia",Semifinalist
Schultz's Crab House,2017,Schultz's Crab House,,America's Classics,"Essex, Maryland",Winner
"Eastern Standard Kitchen & Drinks, Island Creek Oyster Bar, Row 34, and others",2017,"Eastern Standard Kitchen & Drinks, Island Creek Oyster Bar, Row 34, and others",Garrett Harker,Outstanding Restaurateur,"Boston, Massachusetts",Semifinalist
Sahadi's,2017,Sahadi's,,America's Classics,"Brooklyn, New York",Winner
La Taqueria,2017,La Taqueria,,America's Classics,"San Francisco, California",Winner
Gioia's Deli,2017,Gioia's Deli,,America's Classics,"St. Louis, Missouri",Winner
Bertha's Kitchen,2017,Bertha's Kitchen,,America's Classics,"Charleston, South Carolina",Winner
Jose Enrique,2017,Jose Enrique,Jose Enrique,Best Chef: South,"San Juan, Puerto Rico",Nominee
